age,workclass,educational-num,occupation,hours-per-week,capital-neto,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,native-country_United-States,gender_Male,race_Asian-Pac-Islander,race_Black,race_Other,race_White,income
4.397773212398507,0.21876845835794448,13,0.2635043123014072,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5.23852279283782,0.21876845835794448,9,0.20126448893572182,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.854084101697703,0.2934179222839017,9,0.48112630075494794,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.829450412353644,0.21876845835794448,7,0.22208614002857727,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.043118503888802,0.21876845835794448,10,0.12416107382550336,40,-1887,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.256853409618253,0.21876845835794448,11,0.2635043123014072,55,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.530023948355977,0.21876845835794448,9,0.04159224291911202,50,-1628,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
5.46179180288151,0.21876845835794448,10,0.14212405176260598,24,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.854084101697703,0.21876845835794448,10,0.2842197035745423,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.88478895283308,0.09449171518137035,4,0.09415439535921463,40,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
4.026131626531576,0.21876845835794448,5,0.12416107382550336,20,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
4.991557341968627,0.21876845835794448,9,0.20126448893572182,25,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.530023948355977,0.09449171518137035,10,0.09415439535921463,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5.142886481871036,0.3940193491644679,9,0.29437025726067845,50,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.5040234620482025,0.21876845835794448,9,0.20126448893572182,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.464908140901079,0.21876845835794448,9,0.48112630075494794,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.5040234620482025,0.2934179222839017,14,0.4518624058619988,48,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.530023948355977,0.21876845835794448,13,0.48112630075494794,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5.284906196127332,0.2748427672955975,10,0.14212405176260598,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6.028914024379487,0.5473684210526316,9,0.48112630075494794,20,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
6.192305027615928,0.5473684210526316,10,0.2635043123014072,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.530023948355977,0.21876845835794448,13,0.48112630075494794,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.772711977548629,0.27480670103092786,9,0.2635043123014072,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.665876662561432,0.21876845835794448,10,0.48112630075494794,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
5.960452858688217,0.21876845835794448,7,0.2635043123014072,60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.191197360360708,0.27480670103092786,11,0.4518624058619988,15,-1977,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
4.829450412353644,0.2934179222839017,13,0.4518624058619988,40,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4.182728181338747,0.21876845835794448,10,0.48112630075494794,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6.062453190358899,0.21876845835794448,7,0.12416107382550336,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5.142886481871036,0.21876845835794448,9,0.14212405176260598,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4.654704486324912,0.3940193491644679,13,0.48112630075494794,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5.4187965238254945,0.21876845835794448,11,0.14212405176260598,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.530023948355977,0.21876845835794448,15,0.4518624058619988,55,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
4.654704486324912,0.2934179222839017,11,0.3197903014416776,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5.142886481871036,0.3940193491644679,10,0.14212405176260598,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4.256853409618253,0.09449171518137035,9,0.09415439535921463,37,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
5.093543562106983,0.2748427672955975,10,0.48112630075494794,40,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
3.8567185818169913,0.09449171518137035,10,0.09415439535921463,60,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5.626422128784298,0.2748427672955975,5,0.4518624058619988,40,-2002,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.4187965238254945,0.3940193491644679,13,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.530023948355977,0.21876845835794448,10,0.2842197035745423,40,4865,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.530023948355977,0.27480670103092786,9,0.22208614002857727,45,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
4.182728181338747,0.21876845835794448,7,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.464908140901079,0.2748427672955975,16,0.2842197035745423,20,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5.093543562106983,0.3940193491644679,13,0.2635043123014072,42,7688,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.714492781131047,0.21876845835794448,13,0.12416107382550336,36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.545520886169186,0.2748427672955975,9,0.14212405176260598,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
5.704698620629299,0.21876845835794448,12,0.3197903014416776,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
3.766430338445857,0.21876845835794448,9,0.04159224291911202,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.714492781131047,0.21876845835794448,13,0.4518624058619988,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6.160463403019139,0.21876845835794448,13,0.2635043123014072,24,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.654704486324912,0.2934179222839017,9,0.3197903014416776,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.772711977548629,0.21876845835794448,9,0.12416107382550336,50,5178,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.854084101697703,0.21876845835794448,9,0.12416107382550336,30,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5.093543562106983,0.21876845835794448,11,0.14212405176260598,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5.994918570477871,0.09449171518137035,9,0.09415439535921463,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.714492781131047,0.21876845835794448,10,0.04159224291911202,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6.254813371568,0.09449171518137035,4,0.09415439535921463,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6.375414947494512,0.5473684210526316,10,0.48112630075494794,25,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.817583494535473,0.21876845835794448,7,0.14212405176260598,40,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
6.192305027615928,0.21876845835794448,9,0.14212405176260598,40,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5.142886481871036,0.21876845835794448,13,0.2635043123014072,40,3464,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.545520886169186,0.09449171518137035,9,0.09415439535921463,18,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.626422128784298,0.21876845835794448,10,0.2635043123014072,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.991557341968627,0.27480670103092786,9,0.22208614002857727,80,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.284906196127332,0.21876845835794448,9,0.20126448893572182,43,-1740,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.665876662561432,0.21876845835794448,13,0.14212405176260598,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5.375006378434332,0.21876845835794448,10,0.04159224291911202,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.766430338445857,0.21876845835794448,9,0.2635043123014072,40,-1721,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.829450412353644,0.21876845835794448,10,0.14212405176260598,35,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5.284906196127332,0.21876845835794448,9,0.14212405176260598,35,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.530023948355977,0.2934179222839017,10,0.14212405176260598,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.626422128784298,0.5473684210526316,7,0.48112630075494794,40,-2444,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
5.890051369372119,0.21876845835794448,3,0.20126448893572182,40,6497,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
5.284906196127332,0.27480670103092786,15,0.4518624058619988,60,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
4.182728181338747,0.21876845835794448,10,0.12416107382550336,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
6.315824292728014,0.09449171518137035,9,0.09415439535921463,24,2228,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.328475154912384,0.21876845835794448,12,0.2635043123014072,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.105897178945246,0.21876845835794448,10,0.04159224291911202,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5.093543562106983,0.21876845835794448,9,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.330388095291091,0.2934179222839017,14,0.4518624058619988,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.991557341968627,0.21876845835794448,9,0.2635043123014072,50,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.043118503888802,0.21876845835794448,9,0.12416107382550336,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.464908140901079,0.21876845835794448,10,0.22208614002857727,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.46179180288151,0.21876845835794448,13,0.2635043123014072,35,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.704698620629299,0.21876845835794448,7,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.665876662561432,0.21876845835794448,16,0.4518624058619988,60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.5040234620482025,0.5473684210526316,16,0.4518624058619988,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.7429100224302125,0.2748427672955975,9,0.48112630075494794,40,-1092,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.105897178945246,0.21876845835794448,5,0.04159224291911202,35,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3.9431713387765774,0.21876845835794448,10,0.04159224291911202,40,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4.105897178945246,0.09449171518137035,10,0.09415439535921463,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.7429100224302125,0.21876845835794448,16,0.4518624058619988,37,99999,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
5.704698620629299,0.21876845835794448,11,0.22208614002857727,48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4.464908140901079,0.27480670103092786,6,0.22208614002857727,48,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.043118503888802,0.21876845835794448,9,0.22208614002857727,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.182728181338747,0.21876845835794448,10,0.04159224291911202,30,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
4.530023948355977,0.21876845835794448,4,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5.4187965238254945,0.27480670103092786,13,0.48112630075494794,45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4.829450412353644,0.2748427672955975,14,0.4518624058619988,60,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
6.028914024379487,0.21876845835794448,5,0.48112630075494794,65,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
4.593250320942533,0.21876845835794448,10,0.14212405176260598,60,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.545520886169186,0.21876845835794448,9,0.04159224291911202,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5.46179180288151,0.21876845835794448,10,0.04159224291911202,35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.9388018272245375,0.21876845835794448,9,0.3197903014416776,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.88478895283308,0.27480670103092786,15,0.4518624058619988,48,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1
4.182728181338747,0.21876845835794448,9,0.22208614002857727,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
6.345792572553062,0.21876845835794448,14,0.04159224291911202,20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.026131626531576,0.21876845835794448,10,0.14212405176260598,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.105897178945246,0.21876845835794448,9,0.2635043123014072,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.829450412353644,0.27480670103092786,9,0.22208614002857727,35,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.330388095291091,0.21876845835794448,10,0.48112630075494794,45,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.093543562106983,0.21876845835794448,9,0.11735537190082644,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.9431713387765774,0.09449171518137035,10,0.09415439535921463,15,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
4.9388018272245375,0.21876845835794448,9,0.04159224291911202,50,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.991557341968627,0.5473684210526316,10,0.48112630075494794,30,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.4187965238254945,0.21876845835794448,14,0.4518624058619988,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.142886481871036,0.21876845835794448,10,0.2635043123014072,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4.772711977548629,0.21876845835794448,13,0.4518624058619988,45,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.142886481871036,0.5473684210526316,13,0.48112630075494794,50,15024,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.994918570477871,0.21876845835794448,10,0.3197903014416776,38,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.991557341968627,0.21876845835794448,13,0.4518624058619988,45,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
4.829450412353644,0.21876845835794448,9,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.375006378434332,0.27480670103092786,10,0.2635043123014072,60,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
3.766430338445857,0.09449171518137035,10,0.09415439535921463,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
5.142886481871036,0.21876845835794448,13,0.48112630075494794,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.330388095291091,0.21876845835794448,14,0.2842197035745423,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
4.328475154912384,0.21876845835794448,9,0.0657501494321578,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
5.23852279283782,0.21876845835794448,13,0.4518624058619988,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
6.095549406159161,0.21876845835794448,7,0.22208614002857727,40,-1902,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.530023948355977,0.21876845835794448,9,0.22208614002857727,42,-1848,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.256853409618253,0.21876845835794448,13,0.2635043123014072,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.192305027615928,0.27480670103092786,9,0.22208614002857727,20,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
6.254813371568,0.21876845835794448,3,0.2635043123014072,22,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.829450412353644,0.21876845835794448,10,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.5040234620482025,0.2748427672955975,10,0.14212405176260598,30,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
4.593250320942533,0.21876845835794448,9,0.12416107382550336,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.330388095291091,0.2934179222839017,11,0.20126448893572182,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.546350679536558,0.27480670103092786,9,0.11735537190082644,50,3471,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.626422128784298,0.21876845835794448,6,0.12416107382550336,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.043118503888802,0.5473684210526316,8,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.772711977548629,0.21876845835794448,9,0.0657501494321578,60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4.829450412353644,0.21876845835794448,6,0.04159224291911202,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.829450412353644,0.21876845835794448,12,0.2635043123014072,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.714492781131047,0.27480670103092786,10,0.48112630075494794,40,-1887,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.9388018272245375,0.21876845835794448,9,0.04159224291911202,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4.026131626531576,0.21876845835794448,10,0.12416107382550336,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4.654704486324912,0.21876845835794448,9,0.12416107382550336,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4.991557341968627,0.21876845835794448,10,0.0657501494321578,80,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.5040234620482025,0.21876845835794448,10,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.890051369372119,0.5473684210526316,9,0.48112630075494794,60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
3.766430338445857,0.21876845835794448,9,0.12416107382550336,30,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.284906196127332,0.21876845835794448,9,0.22208614002857727,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.593250320942533,0.21876845835794448,9,0.22208614002857727,40,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.464908140901079,0.21876845835794448,16,0.14212405176260598,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.4187965238254945,0.21876845835794448,5,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.284906196127332,0.21876845835794448,12,0.2635043123014072,55,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.829450412353644,0.2934179222839017,9,0.3197903014416776,56,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.23852279283782,0.21876845835794448,10,0.14212405176260598,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5.626422128784298,0.27480670103092786,10,0.22208614002857727,35,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.345792572553062,0.27480670103092786,2,0.22208614002857727,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4.464908140901079,0.2748427672955975,13,0.2842197035745423,12,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.545520886169186,0.21876845835794448,13,0.48112630075494794,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
5.093543562106983,0.21876845835794448,13,0.2635043123014072,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.182728181338747,0.21876845835794448,13,0.2842197035745423,40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6.062453190358899,0.09449171518137035,9,0.09415439535921463,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.593250320942533,0.21876845835794448,12,0.0657501494321578,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.4187965238254945,0.21876845835794448,9,0.48112630075494794,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.829450412353644,0.21876845835794448,11,0.14212405176260598,45,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.5863117455709785,0.21876845835794448,7,0.48112630075494794,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3.766430338445857,0.21876845835794448,9,0.04159224291911202,20,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.5863117455709785,0.5473684210526316,13,0.48112630075494794,50,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.191197360360708,0.5473684210526316,13,0.2635043123014072,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
6.062453190358899,0.21876845835794448,9,0.14212405176260598,38,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4.530023948355977,0.21876845835794448,10,0.04159224291911202,60,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4.9388018272245375,0.21876845835794448,11,0.14212405176260598,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
3.671908448238173,0.21876845835794448,6,0.0657501494321578,15,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
6.095549406159161,0.2934179222839017,10,0.14212405176260598,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.375006378434332,0.21876845835794448,5,0.12416107382550336,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.5040234620482025,0.3940193491644679,10,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.397773212398507,0.21876845835794448,10,0.4518624058619988,50,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
4.714492781131047,0.27480670103092786,9,0.22208614002857727,60,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.890051369372119,0.21876845835794448,10,0.4518624058619988,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.5040234620482025,0.21876845835794448,10,0.0657501494321578,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.890051369372119,0.21876845835794448,12,0.12416107382550336,75,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.780531722942429,0.21876845835794448,10,0.14212405176260598,60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.142886481871036,0.21876845835794448,10,0.22208614002857727,45,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.5863117455709785,0.3940193491644679,13,0.4518624058619988,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
5.284906196127332,0.21876845835794448,9,0.4518624058619988,50,7688,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
4.829450412353644,0.3940193491644679,9,0.04159224291911202,32,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.714492781131047,0.21876845835794448,13,0.48112630075494794,50,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.654704486324912,0.21876845835794448,7,0.04159224291911202,19,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.925502245549015,0.21876845835794448,13,0.14212405176260598,40,3325,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
3.9431713387765774,0.09449171518137035,10,0.09415439535921463,20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6.062453190358899,0.21876845835794448,9,0.22208614002857727,54,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.960452858688217,0.09449171518137035,14,0.09415439535921463,50,7298,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
5.191197360360708,0.21876845835794448,9,0.22208614002857727,45,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
4.328475154912384,0.2934179222839017,13,0.4518624058619988,55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5.994918570477871,0.2748427672955975,9,0.3197903014416776,40,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4.991557341968627,0.21876845835794448,13,0.4518624058619988,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
5.925502245549015,0.21876845835794448,10,0.2635043123014072,12,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.593250320942533,0.21876845835794448,9,0.11735537190082644,80,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
